Date_2,Trade,Cost Category,"Cost
Code",Description,Actual Cost
1/2/2019,Plumbing & Drainage,Materials_PD,2021,"Grease, Oil Interceptors",0
1/2/2019,Plumbing & Drainage,Materials_PD,2023,Manhole Covers,"5,150.00"
1/2/2019,Plumbing & Drainage,Materials_PD,2030,Potable Water Pumps and Accessories,0
1/2/2019,Plumbing & Drainage,Materials_PD,2031,Sump Pumps and Accessories,0
1/2/2019,Plumbing & Drainage,Materials_PD,2033,Sewage Pumps and Accessories,0
1/2/2019,Plumbing & Drainage,Materials_PD,2040,Water Tanks,0
1/2/2019,Plumbing & Drainage,Materials_PD,2041,Water Tank Fittings,"5,972.12"
1/2/2019,Plumbing & Drainage,Materials_PD,2043,Puddle Flanges,0
1/2/2019,Plumbing & Drainage,Materials_PD,2053,Electric Water Heaters,0
1/2/2019,Plumbing & Drainage,Materials_PD,2055,Heat Exchangers,0
1/2/2019,Plumbing & Drainage,Materials_PD,2060,Valves for Water Supply System,989.45
1/2/2019,Plumbing & Drainage,Materials_PD,2061,Gauges and Instruments,0
1/2/2019,Plumbing & Drainage,Materials_PD,2070,Sanitary Ware,51.9
1/2/2019,Plumbing & Drainage,Materials_PD,2081,Filtration Unit,0
1/2/2019,Plumbing & Drainage,Materials_PD,2090,Sterilization of Domestic Pipes - Dis-infection,"-13,944.72"
1/2/2019,HVAC,Materials_HVAC,4001,Chilled Water Piping,"-3,545.99"
1/2/2019,HVAC,Materials_HVAC,4002,Chilled Water Pipe Insulation,0
1/2/2019,HVAC,Materials_HVAC,4003,Chilled Water Valves,"65,999.98"
1/2/2019,HVAC,Materials_HVAC,4006,Refrigerant Pipes and Accessories,"3,677.18"
1/2/2019,HVAC,Materials_HVAC,4008,Preinsulated Pipes and Fittings,812.69
1/2/2019,HVAC,Materials_HVAC,4010,GI Duct and Accessories,"2,493.07"
1/2/2019,HVAC,Materials_HVAC,4013,MS Duct and Accessories,"1,161.99"
1/2/2019,HVAC,Materials_HVAC,4014,Duct Insulation,"5,492.79"
1/2/2019,HVAC,Materials_HVAC,4016,Fire Rated Duct Work,141.96
1/2/2019,HVAC,Materials_HVAC,4018,MSFD/MSD/MVD,0
1/2/2019,HVAC,Materials_HVAC,4020,Fire Dampers/ Smoke Dampers,0
1/2/2019,HVAC,Materials_HVAC,4021,Volume control Dampers/ Non Return Dampers,604
1/2/2019,HVAC,Materials_HVAC,4022,VAV/CAV,0
1/2/2019,HVAC,Materials_HVAC,4025,Sand Trap Louvers,"3,772.35"
1/2/2019,HVAC,Materials_HVAC,4026,Sound Attenuators,"-37,628.00"
1/2/2019,HVAC,Materials_HVAC,4027,Grilles and Diffusers,"3,866.59"
1/2/2019,HVAC,Materials_HVAC,4031,Heat Exchangers,0
1/2/2019,HVAC,Materials_HVAC,4036,Chemical Dosing Pot,0
1/2/2019,HVAC,Materials_HVAC,4040,Air Handling Units,819
1/2/2019,HVAC,Materials_HVAC,4042,Fan Coil Unit,"14,297.71"
1/2/2019,HVAC,Materials_HVAC,4043,Split Units,0
1/2/2019,HVAC,Materials_HVAC,4044,CCU,0
1/2/2019,HVAC,Materials_HVAC,4050,Fans,0
1/2/2019,HVAC,Materials_HVAC,4051,Ecology Units,0
1/2/2019,HVAC,Materials_HVAC,4080,Pressure Gauges / Temperature Gauges,0
1/2/2019,HVAC,Materials_HVAC,4081,Vibration Isolators,0
1/2/2019,HVAC,Materials_HVAC,4100,Flushing & Cleaning the System,0
1/2/2019,Electrical,Materials_EL,5001,Cable Ducts,0
1/2/2019,Electrical,Materials_EL,5002,Conduits,404.25
1/2/2019,Electrical,Materials_EL,5004,Cable Trunking,432.38
1/2/2019,Electrical,Materials_EL,5005,"Cable Trays, Ladders, Baskets","11,061.16"
1/2/2019,Electrical,Materials_EL,5006,GI Conduits,"89,645.53"
1/2/2019,Electrical,Materials_EL,5003,Lightning Protection and Earthing,"4,599.10"
1/2/2019,Electrical,Materials_EL,5010,Single Core Wires,"5,427.95"
1/2/2019,Electrical,Materials_EL,5011,LV Cables,"1,538.25"
1/2/2019,Electrical,Materials_EL,5012,LV Cable Terminations,0
1/2/2019,Electrical,Materials_EL,5013,Bus Ducts,0
1/2/2019,Electrical,Materials_EL,5015,Fire Rated Cables,"86,122.33"
1/2/2019,Electrical,Materials_EL,5020,LV Switchboards,0
1/2/2019,Electrical,Materials_EL,5021,Capacitor Banks & Active Harmonic Filters,"16,654.60"
1/2/2019,Electrical,Materials_EL,5022,Automatic Transfer Switches,0
1/2/2019,Electrical,Materials_EL,5023,Submain Distribution Boards,0
1/2/2019,Electrical,Materials_EL,5024,Motor Control Centre,0
1/2/2019,Electrical,Materials_EL,5025,Distribution Boards,"3,736.05"
1/2/2019,Electrical,Materials_EL,5026,"Control Panels, Motor Starters","5,046.05"
1/2/2019,Electrical,Materials_EL,5027,"KWH Meters, Intelligent Metering","2,057.90"
1/2/2019,Electrical,Materials_EL,5028,UPS,0
1/2/2019,Electrical,Materials_EL,5030,Back of House Lighting,0
1/2/2019,Electrical,Materials_EL,5031,Front of House Lighting,"151,171.73"
1/2/2019,Electrical,Materials_EL,5034,External Lghting Luminaires,537.6
1/2/2019,Electrical,Materials_EL,5036,Intelligent Lighting Controls,0
1/2/2019,Electrical,Materials_EL,5037,Emergency Lighting,"-1,520.00"
1/2/2019,Electrical,Materials_EL,5038,EM wiring,"15,344.90"
1/2/2019,Electrical,Materials_EL,5039,"Lighting Wiring Accessories (Ceiling Roses, Switches, PC)","4,543.24"
1/2/2019,Electrical,Materials_EL,5040,Isolators,"2,651.25"
1/2/2019,Electrical,Materials_EL,5041,Wiring Devices,"1,870.94"
1/2/2019,Electrical,Materials_EL,5042,Floor Boxes,"2,595.22"
1/2/2019,Electrical,Materials_EL,5050,Generator,0
1/2/2019,Electrical,Materials_EL,5052,"Generators - Fuel System (Tanks, Pumps, Piping, Controls)",0
1/2/2019,Electrical,Materials_EL,5053,Generator Room Accessories,0
1/2/2019,Electrical,Materials_EL,5080,Fire Detection and Alarm System,"31,346.83"
1/2/2019,Electrical,Materials_EL,5081,FA Wiring,0
1/2/2019,Electrical,Materials_EL,5082,Disabled Alarm Panel,0
1/2/2019,Electrical,Materials_EL,5090,Public Address System,0
1/2/2019,Electrical,Materials_EL,5127,Wi-Fi,"13,400.00"
1/2/2019,Electrical,Materials_EL,5141,Building Management System wiring,"36,040.35"
1/2/2019,Electrical,Materials_EL,5143,Parking Management system,"428,559.33"
1/2/2019,Electrical,Materials_EL,5145,Leak Detection System,0
1/2/2019,LPG,Subcontractor,2700,Subcontract - LPG system,"502,909.35"
1/2/2019,Plumbing & Drainage,Subcontractor,2701,"Subcontract - Plumbing
M/S Hills and Fort Construction",0
1/2/2019,Fire Fighting,Subcontractor,3700,Subcontract - Fire Fighting,0
1/2/2019,HVAC,Subcontractor,4703,Subcontracts - Aluminium Cladding for Mechanical Duct and Pipes,"-14,890.27"
1/2/2019,HVAC,Subcontractor,4715,Module - HVAC,0
1/2/2019,Electrical,Subcontractor,5703,Subcontract - FA & EM Lighting,"48,845.40"
1/2/2019,Electrical,Subcontractor,5705,Subcontract - Security System,"-91,366.54"
1/2/2019,Electrical,Subcontractor,5707,Subcontract - A/V System,"368,575.50"
1/2/2019,Electrical,Subcontractor,5708,Subcontract - Structured Cabling (Including Materials),"-185,728.60"
1/2/2019,Electrical,Subcontractor,5140,Building Management System & Controls,"-816,324.80"
1/2/2019,Electrical,Subcontractor,5140,BMS Installation Works,"23,324.29"
1/2/2019,Plumbing & Drainage,Site Labour,7105,"Plumbing and Drainage Labour - Hire
M/S KBEC",0
1/2/2019,Plumbing & Drainage,Site Labour,7105,"Plumbing and Drainage Labour - Hire
M/S Gospel","71,339.50"
1/2/2019,Plumbing & Drainage,Site Labour,7105,"Plumbing and Drainage Labour - Hire
M/S Delight Home","10,923.00"
1/2/2019,Plumbing & Drainage,Site Labour,7103,Plumbing & Drainage Labour,"104,763.35"
1/2/2019,Mechanical,Site Labour,4700,"Subcontract - Duct work
M/S Al Qalaa","-26,145.18"
1/2/2019,Mechanical,Site Labour,4700,"Subcontract - Duct work
M/S Strong Tech","-157,003.15"
1/2/2019,Mechanical,Site Labour,4700,"Subcontract - Duct work
M/S Quality Line",0
1/2/2019,Mechanical,Site Labour,4701,"Subcontract - CHWP & ME Equip Inst'n.
M/S Al Rafa",0
1/2/2019,Mechanical,Site Labour,4701,"Subcontract - CHWP & ME Equip Inst'n.
M/S Jaafar","6,960.00"
1/2/2019,Mechanical,Site Labour,4701,"Subcontract - CHWP & ME Equip Inst'n.
M/S Jaafar - VO-001 Tiger Steel Beam",0
1/2/2019,Mechanical,Site Labour,4701,"Subcontract - CHWP & ME Equip Inst'n.
M/S Reyah","-63,887.90"
1/2/2019,Mechanical,Site Labour,4701,"Subcontract - CHWP & ME Equip Inst'n.
M/S Reyah -  VO-002","-11,561.10"
1/2/2019,Mechanical,Site Labour,4701,"Subcontract - CHWP & ME Equip Inst'n.
M/S Reyah -  VO-030","8,500.00"
1/2/2019,Mechanical,Site Labour,4701,"Subcontract - CHWP & ME Equip Inst'n.
M/S Cool Line","-34,506.00"
1/2/2019,Mechanical,Site Labour,4701,"Subcontract - CHWP & ME Equip Inst'n.
M/S Al Burj Al Daieri","-14,330.10"
1/2/2019,Mechanical,Site Labour,7305,"Mechanical Labour - Hire
M/S KBEC",0
1/2/2019,Mechanical,Site Labour,7305,"Mechanical Labour - Hire
M/S Reyah (Welders)",0
1/2/2019,Mechanical,Site Labour,7305,"Mechanical Labour - Hire
M/S Noor Al F. (Module Installation)","-11,205.00"
1/2/2019,Mechanical,Site Labour,7305,"Mechanical Labour - Hire
M/S Rabiee Al Awal","35,807.50"
1/2/2019,Mechanical,Site Labour,7305,"Mechanical Labour - Hire
M/S Batal Al Madina","23,243.50"
1/2/2019,Mechanical,Site Labour,7305,"Mechanical Labour - Hire
M/S Delight Home","26,561.00"
1/2/2019,Mechanical,Site Labour,7305,"Mechanical Labour - Hire
M/S Jaafar - Welder","9,162.50"
1/2/2019,Mechanical,Site Labour,7303,Mechanical Labour,"23,233.96"
1/2/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Arbab Shams",0
1/2/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Eram",0
1/2/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Bareeq",0
1/2/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Bareeq - VO-009",-419.77
1/2/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Bareeq - VO-039",0
1/2/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Dome","-27,088.65"
1/2/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Dome - VO-004","8,560.00"
1/2/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Indicator",0
1/2/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Blue Lantern","-22,453.00"
1/2/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Najm Al Lail","19,374.00"
1/2/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Nimbus Delicate",0
1/2/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Nimbus Delicate - VO-005",0
1/2/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Nimbus Delicate - VO-015","-21,821.74"
1/2/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Nimbus Delicate - VO-043",0
1/2/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S KBEC",0
1/2/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Golden Key","-35,000.00"
1/2/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Gul Muhammad","-15,035.00"
1/2/2019,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S MW Networks",0
1/2/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Jaafar tech","-96,192.50"
1/2/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S First Security Group",0
1/2/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S KBEC","-87,125.50"
1/2/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Gospel International","531,379.00"
1/2/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Golden Oasis","-2,628.50"
1/2/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Mohamed Saeewad","-85,189.00"
1/2/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
Al Madah",-772
1/2/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Global Classis","24,725.00"
1/2/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Abacas","348,427.50"
1/2/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Rabiee Al Awal","-55,933.50"
1/2/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Helix International","63,152.00"
1/2/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Peter Sebastian","25,265.00"
1/2/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Theeram Star",0
1/2/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Sahel Al Fasht","45,992.00"
1/2/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Attune Technical",0
1/2/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Controls ME","-6,579.00"
1/2/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Batal Al Madina","-15,756.00"
1/2/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Dynamo Electro.","85,365.00"
1/2/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Noor Jazan",0
1/2/2019,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Eagle Hunter","125,507.50"
1/2/2019,Electrical,Site Labour,7403,Electrical Labour,"110,571.02"
1/2/2019,General,Site Labour,7808,Labour Accommodation,"128,681.50"
1/2/2019,General,Site Labour,7850,Vacation - Labour,"12,662.77"
1/2/2019,General,Site Labour,7851,Sick Leave - Labour,502.98
1/2/2019,General,Site Labour,7854,Public Holiday - Labour,147.44
1/2/2019,General,Site Misc,7500,Fire Stopping,0
1/2/2019,General,Site Misc,7501,Testing and Commissioning,"-20,150.00"
1/2/2019,General,Site Misc,7502,Painting and Identification,"2,542.90"
1/2/2019,General,Site Misc,7504,Miscellaneous Items,15
1/2/2019,General,Site Misc,7505,Consumables,"10,751.50"
1/2/2019,General,Site Misc,7506,Supports for MEP Equipment,"6,005.50"
1/2/2019,General,Site Misc,7606,Personal Protective Equipment (PPE),0
1/2/2019,General,Site Misc,7906,Material/Cost Transfer,"23,169.81"
1/2/2019,General,Site Misc,DLP,Defect Liability Period,0
1/2/2019,General,Design and Drafting,6000,Design Drafting Combined,"11,666.71"
1/2/2019,Mechanical,Design and Drafting,6301,Design Drafting Mechanical,0
1/2/2019,Mechanical,Design and Drafting,6300,Design Engineering Mechanical,0
1/2/2019,Mechanical,Design and Drafting,7030,Shop Drawings Engineering Mechanical,0
1/2/2019,Mechanical,Design and Drafting,7031,Shop Drawings Drafting Mechanical,0
1/2/2019,Plumbing & Drainage,Design and Drafting,6100,Design Engineering Plumbing,0
1/2/2019,Plumbing & Drainage,Design and Drafting,7011,Shop Drawings Drafting Plumbing & Drainage,0
1/2/2019,Fire Fighting,Design and Drafting,6201,Design Drafting Fire,216.35
1/2/2019,Fire Fighting,Design and Drafting,7021,Shop Drawings Drafting Fire,0
1/2/2019,Electrical,Design and Drafting,6400,Design Engineering Electrical,"3,275.10"
1/2/2019,Electrical,Design and Drafting,6401,Design Drafting Electrical,0
1/2/2019,Electrical,Design and Drafting,7040,Shop Drawings Engineering Electrical,0
1/2/2019,Electrical,Design and Drafting,7041,Shop Drawings Drafting Electrical,0
1/2/2019,General,Design and Drafting,6526,Design Drafting - Module,"1,406.25"
1/2/2019,General,Design and Drafting,6700,As Built Drawings,281.95
1/2/2019,General,Design and Drafting,7076,Site - Drafting,0
1/2/2019,General,Design and Drafting,6801,Tender Design,0
1/2/2019,General,Design and Drafting,7004,Shop Drawing Miscellaneous,"1,912.35"
1/2/2019,General,Design and Drafting,7075,"Shop Drawings Coordination, Builder Work","1,180.32"
1/2/2019,General,Design and Drafting,6500,Authority Submissions - Design,727.16
1/2/2019,General,Design and Drafting,6525,Design Coordination Work,0
1/2/2019,General,Design and Drafting,6550,Design Consultancy,0
1/2/2019,General,Design and Drafting,6515,Consultancy - Piping,0
1/2/2019,General,Design and Drafting,7080,Vacation - Design,"10,534.09"
1/2/2019,General,Design and Drafting,7081,Sick Leave - Design,0
1/2/2019,General,Design and Drafting,7084,Public Holiday - Design,256.77
1/2/2019,General,Site Admin,7000,Site Management Cost,"-98,590.14"
1/2/2019,General,Site Admin,7001,Procurement & Subcontractor Management,"74,923.71"
1/2/2019,Plumbing & Drainage,Site Admin,7100,Plumbing & Drainage Site Engineering,0
1/2/2019,Plumbing & Drainage,Site Admin,7101,Plumbing Supervisors,0
1/2/2019,Plumbing & Drainage,Site Admin,7102,Plumbing Foreman,"5,079.15"
1/2/2019,Mechanical,Site Admin,7300,Mechanical Site Engineering,"6,392.15"
1/2/2019,Mechanical,Site Admin,7301,Mechanical Supervisors,"21,059.70"
1/2/2019,Mechanical,Site Admin,7302,Mechanical Foreman,"9,512.39"
1/2/2019,Electrical,Site Admin,7400,Electrical Site Engineering,"93,102.39"
1/2/2019,Electrical,Site Admin,7401,Electrical Supervisors,"71,918.55"
1/2/2019,Electrical,Site Admin,7402,Electrical Foreman,"6,205.98"
1/2/2019,Electrical,Site Admin,7406,Telecom Engineer,-656.5
1/2/2019,General,Site Admin,7501,Testing and Commissioning,"-137,506.85"
1/2/2019,General,Site Admin,7600,QA/QC,"307,351.23"
1/2/2019,General,Site Admin,7601,Planning,"43,143.80"
1/2/2019,General,Site Admin,7602,HSE - Staff,"39,610.13"
1/2/2019,General,Site Admin,7603,QS,"97,352.04"
1/2/2019,General,Site Admin,7700,Material Submittals,0
1/2/2019,General,Site Admin,7800,Site Administration Staff,"103,117.29"
1/2/2019,General,Site Admin,7803,Site IT - Staff,"6,898.47"
1/2/2019,General,Site Admin,7807,Staff Accommodation,"23,579.94"
1/2/2019,General,Site Admin,7809,Site Staff Transportation - Staff,"17,155.74"
1/2/2019,General,Site Admin,7910,Site Store Staff,0
1/2/2019,General,Site Admin,,Staff Cost - VO SOPR,0
1/2/2019,General,Site Admin,,Staff Cost - DLP,0
1/2/2019,General,Site Admin,7860,Vacation - Site Staff,"72,382.66"
1/2/2019,General,Site Admin,7861,Sick Leave - Site Staff,"22,623.60"
1/2/2019,General,Site Admin,7863,Compassionate Leave - Site Staff,0
1/2/2019,General,Site Admin,7864,Public Holiday - Site Staff,"23,979.56"
1/2/2019,General,Site Admin,7602,HSE Related Items,-870
1/2/2019,General,Site Admin,7801,Site Office Rentals and Running Cost,0
1/2/2019,General,Site Admin,7802,Site Establishment Works,"5,197.10"
1/2/2019,General,Site Admin,7803,Site IT Related Items,0
1/2/2019,General,Site Admin,7804,"Site Electricity, Telecom, Internet",0
1/2/2019,General,Site Admin,7805,Material Transport (Trucks),"20,615.23"
1/2/2019,General,Site Admin,7806,Site Stationery,"4,850.26"
1/2/2019,General,Site Admin,7809,Site Staff Transportation - Related Items,"53,871.90"
1/2/2019,General,Site Admin,7810,Site Furniture,0
1/2/2019,General,Site Admin,7811,Staff Meals,0
1/2/2019,General,Site Admin,7812,General,"5,038.27"
1/2/2019,General,Site Admin,7816,Staff Fuel Reimbursement,0
1/2/2019,General,Site Admin,7900,Tools and Machinery Rentals - Outside,"8,250.00"
1/2/2019,General,Site Admin,7901,Tools and Machinery Rentals - JLW,0
1/2/2019,General,Site Admin,EST,Estimatte To Commit - Staff,0
1/2/2019,General,Site Admin,VO,Prelims Variation Budget,0
1/2/2019,General,Site Admin,REC,Reconciliation with Staff Histogram,0
1/2/2019,General,Main Office,8000, Management cost,0
1/2/2019,General,Main Office,8001,Client Relation Costs,0
1/2/2019,General,Main Office,8003,Office Relation Costs (Estimation & Cost Control),0
1/2/2019,General,Main Office,8100,Head Office Administration,672.05
1/2/2019,General,Main Office,8103,Staff Accommodation,0
1/2/2019,General,Main Office,8104,Staff Training,"1,660.00"
1/2/2019,General,Main Office,8105,Staff Transportation,0
1/2/2019,General,Main Office,8107,IT,0
1/2/2019,General,Main Office,8109,"HO Electricity, Telecom, Internet",0
1/2/2019,General,Main Office,8112,Vacation,0
1/2/2019,General,Main Office,8113,Sick Leave,0
1/2/2019,General,Main Office,8116,Finance charges,0
